Features,F1 Score
"['SeaLevPress', 'dVWinds', 'dAirTemp']",0.07142857142857144
"['SeaLevPress', 'dVWinds', 'dUWinds']",0.10526315789473685
"['SeaLevPress', 'dVWinds', 'VWinds']",0.10714285714285714
"['SeaLevPress', 'dSeaLevPress', 'dAirTemp']",0.03773584905660378
"['SeaLevPress', 'dSeaLevPress', 'VWinds']",0.10526315789473685
"['SeaLevPress', 'dUWinds', 'VWinds']",0.03773584905660378
"['dOmega', 'AirTemp', 'dLat']",0.1639344262295082
"['dOmega', 'AirTemp', 'dLon']",0.10714285714285714
"['dOmega', 'AirTemp', 'UWinds']",0.16949152542372883
"['dOmega', 'AirTemp', 'dVWinds']",0.10714285714285714
"['dOmega', 'AirTemp', 'dSeaLevPress']",0.1639344262295082
"['dOmega', 'AirTemp', 'dAirTemp']",0.1639344262295082
"['dOmega', 'AirTemp', 'dUWinds']",0.19047619047619047
"['dOmega', 'AirTemp', 'VWinds']",0.07272727272727274
"['dOmega', 'dLat', 'dLon']",0.13793103448275862
"['dOmega', 'dLat', 'UWinds']",0.13559322033898308
"['dOmega', 'dLat', 'dVWinds']",0.16666666666666669
"['dOmega', 'dLat', 'dSeaLevPress']",0.1935483870967742
"['dOmega', 'dLat', 'dAirTemp']",0.16666666666666669
"['dOmega', 'dLat', 'dUWinds']",0.19047619047619047
"['dOmega', 'dLat', 'VWinds']",0.19672131147540986
"['dOmega', 'dLon', 'UWinds']",0.10714285714285714
"['dOmega', 'dLon', 'dVWinds']",0.10526315789473685
"['dOmega', 'dLon', 'dSeaLevPress']",0.10714285714285714
"['dOmega', 'dLon', 'dAirTemp']",0.14035087719298248
"['dOmega', 'dLon', 'dUWinds']",0.07272727272727274
"['dOmega', 'dLon', 'VWinds']",0.10714285714285714
"['dOmega', 'UWinds', 'dVWinds']",0.22950819672131148
"['dOmega', 'UWinds', 'dSeaLevPress']",0.16666666666666669
"['dOmega', 'UWinds', 'dAirTemp']",0.16666666666666669
"['dOmega', 'UWinds', 'dUWinds']",0.19047619047619047
"['dOmega', 'UWinds', 'VWinds']",0.22580645161290322
"['dOmega', 'dVWinds', 'dSeaLevPress']",0.19672131147540986
"['dOmega', 'dVWinds', 'dAirTemp']",0.13559322033898308
"['dOmega', 'dVWinds', 'dUWinds']",0.24242424242424246
"['dOmega', 'dVWinds', 'VWinds']",0.25806451612903225
"['dOmega', 'dSeaLevPress', 'dAirTemp']",0.13559322033898308
"['dOmega', 'dSeaLevPress', 'dUWinds']",0.21212121212121213
"['dOmega', 'dSeaLevPress', 'VWinds']",0.253968253968254
"['dOmega', 'dAirTemp', 'dUWinds']",0.21212121212121213
"['dOmega', 'dAirTemp', 'VWinds']",0.16949152542372883
"['dOmega', 'dUWinds', 'VWinds']",0.1935483870967742
"['AirTemp', 'dLat', 'dVWinds']",0.037037037037037035
"['AirTemp', 'UWinds', 'dVWinds']",0.03571428571428572
"['AirTemp', 'dVWinds', 'dSeaLevPress']",0.03571428571428572
"['AirTemp', 'dVWinds', 'dAirTemp']",0.07142857142857144
"['AirTemp', 'dVWinds', 'dUWinds']",0.14285714285714288
"['AirTemp', 'dVWinds', 'VWinds']",0.07407407407407407
"['dLat', 'dLon', 'dAirTemp']",0.03636363636363637
"['dLat', 'dVWinds', 'dAirTemp']",0.03773584905660378
"['dLat', 'dVWinds', 'VWinds']",0.037037037037037035
"['UWinds', 'dVWinds', 'dSeaLevPress']",0.1311475409836066
"['UWinds', 'dVWinds', 'dAirTemp']",0.07017543859649124
"['UWinds', 'dVWinds', 'dUWinds']",0.208955223880597
"['UWinds', 'dVWinds', 'VWinds']",0.1935483870967742
"['UWinds', 'dSeaLevPress', 'dUWinds']",0.03773584905660378
"['UWinds', 'dSeaLevPress', 'VWinds']",0.07142857142857144
"['UWinds', 'dUWinds', 'VWinds']",0.07142857142857144
"['dVWinds', 'dSeaLevPress', 'dAirTemp']",0.1090909090909091
"['dVWinds', 'dSeaLevPress', 'dUWinds']",0.09836065573770493
"['dVWinds', 'dSeaLevPress', 'VWinds']",0.10714285714285714
"['dVWinds', 'dAirTemp', 'dUWinds']",0.07407407407407407
"['dVWinds', 'dAirTemp', 'VWinds']",0.07017543859649124
"['dVWinds', 'dUWinds', 'VWinds']",0.16949152542372883
"['dSeaLevPress', 'dAirTemp', 'VWinds']",0.03773584905660378
"['dSeaLevPress', 'dUWinds', 'VWinds']",0.03636363636363637
"['Omega', 'QV', 'dQV', 'SeaLevPress']",0.547945205479452
"['Omega', 'QV', 'dQV', 'dOmega']",0.5
"['Omega', 'QV', 'dQV', 'AirTemp']",0.5
"['Omega', 'QV', 'dQV', 'dLat']",0.4927536231884058
"['Omega', 'QV', 'dQV', 'dLon']",0.42424242424242425
"['Omega', 'QV', 'dQV', 'UWinds']",0.44776119402985076
"['Omega', 'QV', 'dQV', 'dVWinds']",0.5142857142857142
"['Omega', 'QV', 'dQV', 'dSeaLevPress']",0.5405405405405405
"['Omega', 'QV', 'dQV', 'dAirTemp']",0.5205479452054794
"['Omega', 'QV', 'dQV', 'dUWinds']",0.4788732394366197
"['Omega', 'QV', 'dQV', 'VWinds']",0.4444444444444444
"['Omega', 'QV', 'SeaLevPress', 'dOmega']",0.4722222222222222
"['Omega', 'QV', 'SeaLevPress', 'AirTemp']",0.4722222222222222
"['Omega', 'QV', 'SeaLevPress', 'dLat']",0.5142857142857142
"['Omega', 'QV', 'SeaLevPress', 'dLon']",0.44776119402985076
"['Omega', 'QV', 'SeaLevPress', 'UWinds']",0.5066666666666666
"['Omega', 'QV', 'SeaLevPress', 'dVWinds']",0.5405405405405405
"['Omega', 'QV', 'SeaLevPress', 'dSeaLevPress']",0.5753424657534247
"['Omega', 'QV', 'SeaLevPress', 'dAirTemp']",0.4931506849315069
"['Omega', 'QV', 'SeaLevPress', 'dUWinds']",0.4507042253521127
"['Omega', 'QV', 'SeaLevPress', 'VWinds']",0.4722222222222222
"['Omega', 'QV', 'dOmega', 'AirTemp']",0.4871794871794871
"['Omega', 'QV', 'dOmega', 'dLat']",0.4927536231884058
"['Omega', 'QV', 'dOmega', 'dLon']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'UWinds']",0.4444444444444444
"['Omega', 'QV', 'dOmega', 'dVWinds']",0.5384615384615384
"['Omega', 'QV', 'dOmega', 'dSeaLevPress']",0.4736842105263157
"['Omega', 'QV', 'dOmega', 'dAirTemp']",0.5263157894736842
"['Omega', 'QV', 'dOmega', 'dUWinds']",0.42253521126760557
"['Omega', 'QV', 'dOmega', 'VWinds']",0.49350649350649345
"['Omega', 'QV', 'AirTemp', 'dLat']",0.4927536231884058
"['Omega', 'QV', 'AirTemp', 'dLon']",0.47058823529411764
"['Omega', 'QV', 'AirTemp', 'UWinds']",0.48571428571428577
"['Omega', 'QV', 'AirTemp', 'dVWinds']",0.5599999999999999
"['Omega', 'QV', 'AirTemp', 'dSeaLevPress']",0.5333333333333333
"['Omega', 'QV', 'AirTemp', 'dAirTemp']",0.48571428571428577
"['Omega', 'QV', 'AirTemp', 'dUWinds']",0.4657534246575343
"['Omega', 'QV', 'AirTemp', 'VWinds']",0.4722222222222222
"['Omega', 'QV', 'dLat', 'dLon']",0.44776119402985076
"['Omega', 'QV', 'dLat', 'UWinds']",0.4927536231884058
"['Omega', 'QV', 'dLat', 'dVWinds']",0.5753424657534247
"['Omega', 'QV', 'dLat', 'dSeaLevPress']",0.5277777777777778
"['Omega', 'QV', 'dLat', 'dAirTemp']",0.5070422535211268
"['Omega', 'QV', 'dLat', 'dUWinds']",0.48571428571428577
"['Omega', 'QV', 'dLat', 'VWinds']",0.48571428571428577
"['Omega', 'QV', 'dLon', 'UWinds']",0.417910447761194
"['Omega', 'QV', 'dLon', 'dVWinds']",0.4927536231884058
"['Omega', 'QV', 'dLon', 'dSeaLevPress']",0.44776119402985076
"['Omega', 'QV', 'dLon', 'dAirTemp']",0.4927536231884058
"['Omega', 'QV', 'dLon', 'dUWinds']",0.44117647058823534
"['Omega', 'QV', 'dLon', 'VWinds']",0.44117647058823534
"['Omega', 'QV', 'UWinds', 'dVWinds']",0.6075949367088607
"['Omega', 'QV', 'UWinds', 'dSeaLevPress']",0.4788732394366197
"['Omega', 'QV', 'UWinds', 'dAirTemp']",0.46376811594202905
"['Omega', 'QV', 'UWinds', 'dUWinds']",0.4571428571428572
"['Omega', 'QV', 'UWinds', 'VWinds']",0.4571428571428572
"['Omega', 'QV', 'dVWinds', 'dSeaLevPress']",0.5974025974025974
"['Omega', 'QV', 'dVWinds', 'dAirTemp']",0.5753424657534247
"['Omega', 'QV', 'dVWinds', 'dUWinds']",0.5205479452054794
"['Omega', 'QV', 'dVWinds', 'VWinds']",0.5714285714285714
"['Omega', 'QV', 'dSeaLevPress', 'dAirTemp']",0.5
"['Omega', 'QV', 'dSeaLevPress', 'dUWinds']",0.4571428571428572
"['Omega', 'QV', 'dSeaLevPress', 'VWinds']",0.4657534246575343
"['Omega', 'QV', 'dAirTemp', 'dUWinds']",0.4507042253521127
"['Omega', 'QV', 'dAirTemp', 'VWinds']",0.42857142857142855
"['Omega', 'QV', 'dUWinds', 'VWinds']",0.4788732394366197
"['Omega', 'dQV', 'SeaLevPress', 'dOmega']",0.5
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp']",0.5205479452054794
"['Omega', 'dQV', 'SeaLevPress', 'dLat']",0.5142857142857142
"['Omega', 'dQV', 'SeaLevPress', 'dLon']",0.44776119402985076
"['Omega', 'dQV', 'SeaLevPress', 'UWinds']",0.5142857142857142
"['Omega', 'dQV', 'SeaLevPress', 'dVWinds']",0.5
"['Omega', 'dQV', 'SeaLevPress', 'dSeaLevPress']",0.5599999999999999
"['Omega', 'dQV', 'SeaLevPress', 'dAirTemp']",0.5405405405405405
"['Omega', 'dQV', 'SeaLevPress', 'dUWinds']",0.4347826086956522
"['Omega', 'dQV', 'SeaLevPress', 'VWinds']",0.5
"['Omega', 'dQV', 'dOmega', 'AirTemp']",0.4657534246575343
"['Omega', 'dQV', 'dOmega', 'dLat']",0.44117647058823534
"['Omega', 'dQV', 'dOmega', 'dLon']",0.4
"['Omega', 'dQV', 'dOmega', 'UWinds']",0.39999999999999997
"['Omega', 'dQV', 'dOmega', 'dVWinds']",0.4864864864864865
"['Omega', 'dQV', 'dOmega', 'dSeaLevPress']",0.4533333333333333
"['Omega', 'dQV', 'dOmega', 'dAirTemp']",0.48
"['Omega', 'dQV', 'dOmega', 'dUWinds']",0.4657534246575343
"['Omega', 'dQV', 'dOmega', 'VWinds']",0.45945945945945943
"['Omega', 'dQV', 'AirTemp', 'dLat']",0.5070422535211268
"['Omega', 'dQV', 'AirTemp', 'dLon']",0.44776119402985076
"['Omega', 'dQV', 'AirTemp', 'UWinds']",0.46376811594202905
"['Omega', 'dQV', 'AirTemp', 'dVWinds']",0.5352112676056338
"['Omega', 'dQV', 'AirTemp', 'dSeaLevPress']",0.5277777777777778
"['Omega', 'dQV', 'AirTemp', 'dAirTemp']",0.4722222222222222
"['Omega', 'dQV', 'AirTemp', 'dUWinds']",0.4788732394366197
"['Omega', 'dQV', 'AirTemp', 'VWinds']",0.5
"['Omega', 'dQV', 'dLat', 'dLon']",0.44776119402985076
"['Omega', 'dQV', 'dLat', 'UWinds']",0.47058823529411764
"['Omega', 'dQV', 'dLat', 'dVWinds']",0.4788732394366197
"['Omega', 'dQV', 'dLat', 'dSeaLevPress']",0.4927536231884058
"['Omega', 'dQV', 'dLat', 'dAirTemp']",0.5070422535211268
"['Omega', 'dQV', 'dLat', 'dUWinds']",0.44776119402985076
"['Omega', 'dQV', 'dLat', 'VWinds']",0.46376811594202905
"['Omega', 'dQV', 'dLon', 'UWinds']",0.42424242424242425
"['Omega', 'dQV', 'dLon', 'dVWinds']",0.4927536231884058
"['Omega', 'dQV', 'dLon', 'dSeaLevPress']",0.44776119402985076
"['Omega', 'dQV', 'dLon', 'dAirTemp']",0.47058823529411764
"['Omega', 'dQV', 'dLon', 'dUWinds']",0.42424242424242425
"['Omega', 'dQV', 'dLon', 'VWinds']",0.42424242424242425
"['Omega', 'dQV', 'UWinds', 'dVWinds']",0.5277777777777778
"['Omega', 'dQV', 'UWinds', 'dSeaLevPress']",0.3939393939393939
"['Omega', 'dQV', 'UWinds', 'dAirTemp']",0.46376811594202905
"['Omega', 'dQV', 'UWinds', 'dUWinds']",0.411764705882353
"['Omega', 'dQV', 'UWinds', 'VWinds']",0.411764705882353
"['Omega', 'dQV', 'dVWinds', 'dSeaLevPress']",0.5526315789473685
"['Omega', 'dQV', 'dVWinds', 'dAirTemp']",0.5070422535211268
"['Omega', 'dQV', 'dVWinds', 'dUWinds']",0.5
"['Omega', 'dQV', 'dVWinds', 'VWinds']",0.5135135135135135
"['Omega', 'dQV', 'dSeaLevPress', 'dAirTemp']",0.547945205479452
"['Omega', 'dQV', 'dSeaLevPress', 'dUWinds']",0.39999999999999997
"['Omega', 'dQV', 'dSeaLevPress', 'VWinds']",0.4657534246575343
"['Omega', 'dQV', 'dAirTemp', 'dUWinds']",0.4788732394366197
"['Omega', 'dQV', 'dAirTemp', 'VWinds']",0.42857142857142855
"['Omega', 'dQV', 'dUWinds', 'VWinds']",0.4507042253521127
"['Omega', 'SeaLevPress', 'dOmega', 'AirTemp']",0.48
"['Omega', 'SeaLevPress', 'dOmega', 'dLat']",0.47058823529411764
"['Omega', 'SeaLevPress', 'dOmega', 'dLon']",0.42424242424242425
"['Omega', 'SeaLevPress', 'dOmega', 'UWinds']",0.4722222222222222
"['Omega', 'SeaLevPress', 'dOmega', 'dVWinds']",0.5194805194805195
"['Omega', 'SeaLevPress', 'dOmega', 'dSeaLevPress']",0.5333333333333333
"['Omega', 'SeaLevPress', 'dOmega', 'dAirTemp']",0.4657534246575343
"['Omega', 'SeaLevPress', 'dOmega', 'dUWinds']",0.42253521126760557
"['Omega', 'SeaLevPress', 'dOmega', 'VWinds']",0.4931506849315069
"['Omega', 'SeaLevPress', 'AirTemp', 'dLat']",0.48571428571428577
"['Omega', 'SeaLevPress', 'AirTemp', 'dLon']",0.44776119402985076
"['Omega', 'SeaLevPress', 'AirTemp', 'UWinds']",0.4722222222222222
"['Omega', 'SeaLevPress', 'AirTemp', 'dVWinds']",0.5070422535211268
"['Omega', 'SeaLevPress', 'AirTemp', 'dSeaLevPress']",0.5135135135135135
"['Omega', 'SeaLevPress', 'AirTemp', 'dAirTemp']",0.4722222222222222
"['Omega', 'SeaLevPress', 'AirTemp', 'dUWinds']",0.4722222222222222
"['Omega', 'SeaLevPress', 'AirTemp', 'VWinds']",0.4722222222222222
"['Omega', 'SeaLevPress', 'dLat', 'dLon']",0.47058823529411764
"['Omega', 'SeaLevPress', 'dLat', 'UWinds']",0.5142857142857142
"['Omega', 'SeaLevPress', 'dLat', 'dVWinds']",0.5753424657534247
"['Omega', 'SeaLevPress', 'dLat', 'dSeaLevPress']",0.5352112676056338
"['Omega', 'SeaLevPress', 'dLat', 'dAirTemp']",0.5070422535211268
"['Omega', 'SeaLevPress', 'dLat', 'dUWinds']",0.4927536231884058
"['Omega', 'SeaLevPress', 'dLat', 'VWinds']",0.47058823529411764
"['Omega', 'SeaLevPress', 'dLon', 'UWinds']",0.44776119402985076
"['Omega', 'SeaLevPress', 'dLon', 'dVWinds']",0.5142857142857142
"['Omega', 'SeaLevPress', 'dLon', 'dSeaLevPress']",0.47058823529411764
"['Omega', 'SeaLevPress', 'dLon', 'dAirTemp']",0.4927536231884058
"['Omega', 'SeaLevPress', 'dLon', 'dUWinds']",0.44776119402985076
"['Omega', 'SeaLevPress', 'dLon', 'VWinds']",0.44776119402985076
"['Omega', 'SeaLevPress', 'UWinds', 'dVWinds']",0.5714285714285714
"['Omega', 'SeaLevPress', 'UWinds', 'dSeaLevPress']",0.5070422535211268
"['Omega', 'SeaLevPress', 'UWinds', 'dAirTemp']",0.5
"['Omega', 'SeaLevPress', 'UWinds', 'dUWinds']",0.4347826086956522
